Monthly_Inflow,Monthly_Outflow,Gst_compliance_score,Ecommerce_sales,Supplier_payments,Invoice_issued,Invoice_amount,Employee_count,Asset_value,Business_age,Business_size,Credit_score
14207.28235253923,5918.173304889919,64.80783297279625,3249.5300647563363,3193.9431598136325,10,1517.7309501350628,27,98234.75827962413,6,small,542.7827468545631
45749.165481098236,15204.65844551833,67.71730346158922,8030.695951927666,9214.616108371929,34,1290.4868233743205,42,170060.70113932475,9,small,602.0964535647447
23929.327541275255,14633.91098817198,58.11902652196319,9538.486973659634,7380.638067269005,16,1449.8902132640383,31,75658.35425125719,6,small,503.17622703305784
22204.121057465087,8646.485566526204,63.30005551043288,6525.925721718497,6774.908641149611,14,1434.9237185424681,27,57863.21692642462,6,small,574.601237106129
62729.02991363521,14040.621373413478,63.20378006931435,23339.86297825095,7326.252821928206,35,1807.8137852615423,54,199740.26302769274,9,medium,659.3109990020056
26200.551583825283,9734.098358526075,66.78182328253087,4082.782657005536,5335.140962954636,16,1650.9365067818146,25,76318.89192392491,7,small,583.9646199616778
11308.778277171166,8783.495379358053,54.56754255789412,2270.1182664207086,6373.626924708883,11,907.1548472999584,10,17943.00277942853,0,small,434.6600972424224
7311.702091084157,5843.389523515779,42.67300771233973,1070.820650794438,3495.3169950245674,7,933.170839662007,2,19406.149714492083,0,micro,414.8387722387116
20333.679801039852,12984.283381571808,60.52539792309615,6342.5586065016605,6809.379869901309,13,1648.884601103026,28,75114.85033980341,4,small,537.6278681001693
14514.683121792026,9178.011341829702,47.64113726784259,809.3374212972666,6563.127526627055,11,1457.52338465567,11,24838.42006152147,0,small,451.5447533560363
33325.18519527293,15054.821593559489,72.44847033419026,17622.253703785187,8609.480135112233,18,1533.2558498010794,48,67212.93799982186,3,small,578.8959909536391
30658.94563647657,16296.607894984994,62.76325564342927,15635.483604815992,9402.794873708297,18,1709.1190146780064,35,52400.24436067254,5,small,539.1101822493097
28510.474810967873,21119.194743398584,52.421969069188115,8157.0352154516195,14514.716225698357,16,1606.0108896033626,19,43174.148107217094,6,small,477.4055241480343
8116.018991794561,3489.6269693044205,54.202551211714635,2673.6350790667657,1977.7727681341064,10,1026.5177790502785,16,27370.209239599957,4,small,498.8984733870088
17526.02931471389,9530.264543339172,54.170727120621414,5751.887472618182,5749.386690308373,10,1679.2752741343138,27,54274.932444583545,3,small,538.7278688599938
44159.790892290795,21107.59247005831,59.814284846731965,8217.38485954541,11310.72335436759,29,1557.931299390999,35,59163.69938286938,8,small,554.9895378636935
41230.7864452005,20759.976586883324,68.67600336159205,8287.045193196684,10441.662558650809,24,1663.3902099602187,45,78209.97790755377,6,small,552.1924300528779
11141.007904633503,9600.287211209199,43.36325830969679,828.9008202751522,5617.285114414742,12,962.2091696391672,4,16869.11072705862,3,micro,448.2039172318251
98557.30809276042,37838.404963684785,87.53498782030461,30309.49700593484,20581.30190941911,55,1867.4307699510562,64,167496.83798098253,9,medium,702.8289927749437
11134.644620323468,8905.949387470831,54.078018065804045,2544.135752273595,5675.998167992874,11,1021.054348227948,11,22980.600581843777,5,small,457.99457998195106
9103.516369677915,4278.908992231752,46.47533662765048,2489.083217553835,2755.4120710948846,12,729.1628462758422,5,12782.116213200208,0,micro,463.34762429833944
85428.57458288965,45344.160024731034,88.14577170200452,30041.005136398693,23939.888244117825,42,1931.093685219296,61,164433.85769573308,10,medium,649.2225523219394
69951.84088949421,23420.701056487927,69.41020310656361,10623.478326283957,12575.198104889341,42,1653.7622354865564,55,243969.27686934866,9,medium,653.9547899343978
56519.28766740711,25460.43514564576,69.86261409421417,29516.0227785314,12750.988874346627,31,1789.3902614092483,47,102282.1628179741,9,small,610.1856272848664
10122.799748251296,5827.312005327268,48.51970746053996,464.1398938709316,3488.548083597329,6,1453.1429691234234,14,63744.44260330721,2,small,462.8098452810926
62131.89961868254,26363.76343430115,73.87871260197488,37286.95488180772,16128.90871635343,36,1513.7930914682229,44,234718.1661716071,10,small,632.0302818726936
21436.81512714813,10359.692747643308,55.61277197716976,6598.00180826863,5704.22212868653,18,1201.8561509508231,24,47009.75492181011,3,small,530.4272114755986
6442.412813805877,3888.7446530448533,48.137744562390395,1998.629972161803,2725.400434078873,10,547.5193244517063,1,14564.731407618146,0,micro,448.269542536433
15991.471791220656,9049.114674635033,49.863049205891535,1542.4597965301266,5483.6926726131205,9,1774.0838946573901,16,16977.08931152599,3,small,476.20480103010004
12259.124920841083,7023.2132376317995,50.14035082485003,4322.13173031819,5102.210043797024,11,1017.2251225172386,1,15402.056157460553,0,micro,433.3054054566553
41951.501648883175,20266.92763233639,74.45628882412679,8126.052546098873,11072.950941569596,26,1660.599255429906,48,129388.16296811565,6,small,576.3525439852393
43273.469104757074,12073.047878600957,72.87445296163158,11948.536231862303,8019.432266217048,28,1443.647378290111,51,295128.3936254286,12,medium,678.8181915021937
9126.3417538461,4693.299202018878,58.70457628913201,2567.0944046537384,3142.3400236897255,12,930.7669160182273,4,26309.260474162766,0,micro,451.3012520121027
26069.287474413144,10727.269468437726,51.778988626625214,10851.405258562063,6294.690006154172,20,1270.1318045767093,25,102808.51688480312,4,small,544.5376588255755
22047.057380888506,13199.697576737186,60.46571327862815,5461.131832494716,9051.890687859159,13,1793.6493025398552,34,70246.15658973686,8,small,515.9295683741551
13009.877549223265,9616.064553490896,45.18073156509609,2240.037767220689,6896.120953231573,11,1055.8543241840996,7,28152.46393432157,0,small,448.36410512269435
40687.1171801241,23982.187761082907,70.55616828813167,8610.422140536832,16691.82641820287,26,1736.3237118337909,51,134694.91792670285,7,medium,593.9451742634169
11566.873487186152,9244.85973712231,45.824973919103,4397.278143170394,6268.395013416698,9,1146.6740561864726,6,27822.246073168564,0,small,465.54368978336345
6882.631799979596,4390.4677261891065,50.846191031942936,70.25195256251862,3560.4752170008132,8,824.462724332554,0,12232.99163855399,0,micro,394.17954201969917
10005.288645925611,5892.443140200198,45.45045408889857,696.0603050317694,4636.05630730499,10,967.5967853116547,11,20964.90522783563,0,small,454.86082691238016
17969.52217376195,13292.810386732343,52.88667156815142,5669.846304787915,10166.18096340937,16,1194.4524861220248,19,56156.00434654331,2,small,461.38603496222936
6308.166745698872,4545.592812665068,50.29158606277669,1476.8087724998595,2645.9263206852834,7,870.14714744688,12,33835.91160591481,1,small,478.5442434099544
32759.722500421645,18144.842505193472,79.67415050337524,12093.693486630758,9742.466419888451,24,1353.1111128230698,52,258789.37188109616,7,medium,659.141773869522
15018.771188520483,7333.227160745795,58.567867117568774,1944.3688838593087,4329.619741501059,8,1658.2974347610348,27,78962.38991997227,3,small,518.0583006545592
11564.03074166733,9256.661249055003,44.3825146558757,2322.573285480626,6648.077527531957,9,1167.3286527402065,1,14921.940043851988,0,micro,425.8613495449384
46714.35272799287,19387.608018335166,58.78780630857248,9211.384161493415,11138.205392416648,24,1769.537187887488,33,75791.79291733274,6,small,568.178110333506
6090.132256135672,4781.758982656655,41.61656710501415,1586.0881809908337,3486.8334882929407,6,1079.7502484716995,1,37155.19348186173,0,micro,419.2143930864601
63634.05636148546,22247.295308730376,84.90558611880218,27455.594116823144,9971.036766594396,35,1966.8756419526537,60,243437.92942757785,11,medium,718.3038896530857
10833.2927717128,6050.786219188966,47.62206161683999,113.37125697429559,3479.1115001174976,11,1018.5228945084773,2,23112.549068371376,0,micro,436.5805355452114
16514.592497335052,8595.1699658418,55.106012297805755,6561.42166369529,4966.122292983099,13,1187.8252012959404,21,66722.20480839556,4,small,496.22834405753775
20163.88914514195,13033.160434930694,61.782686748208526,2453.5095329673018,7199.488815934287,15,1214.0676752457207,29,43656.4769146421,6,small,519.1662925271241
14234.068690786376,9194.736273109647,50.80067343946325,3121.603781884931,6661.930635537335,11,1155.9847329466809,9,42515.52248181577,4,small,505.74946065584504
12203.598442700662,6589.78267273412,39.034839508488396,623.7636513007756,3858.8694069111853,10,1057.1593405208828,11,19060.42699035295,0,small,430.012940724146
35172.9875433084,14778.117805355072,60.187191429270065,5044.893335031884,10119.543808936816,21,1651.509799340154,30,105058.08140413908,7,small,556.4382870930078
7277.261519065624,6046.222148468652,39.36538057061415,1056.717548202095,4628.797880934544,5,1241.969066523654,1,13672.642794245998,0,micro,383.4762632177804
36730.06738514085,12038.51053776861,74.20135562607915,5988.19399808585,6967.977237193974,23,1570.2642060449887,55,257623.5499359044,9,medium,670.4998051419402
11375.32178501037,8839.065357162379,43.45391400816032,3253.0336872366215,5810.279177558633,7,1451.2940674535866,1,8982.287081837792,0,micro,407.71093159972884
6250.02389843692,3077.8666169445987,50.69458975453995,2281.519994770985,2451.831820496453,8,767.3928005964326,3,32436.74602546719,0,micro,469.9390263917647
16298.033407296722,9484.230325543265,63.84440845745124,5061.289049779108,6398.945538179171,8,1769.6133716337195,22,30837.14382221272,4,small,532.0363735188054
2945.5464114817,2557.513349387709,36.58906888131636,731.9917542649754,1743.39020094964,4,577.5323662205811,0,7883.569573919502,0,micro,378.1159724472785
15412.25819156575,9682.79306741622,60.7077501536569,3239.7130464412335,7256.421974944684,8,1732.887029421384,28,39184.965702031135,8,small,507.6202762386752
17074.543267530145,9548.425740466522,52.74514118232195,1175.9625754548938,6038.90185734074,10,1573.4436171688599,11,32909.293747275326,0,small,472.47557717901185
34218.608519812246,22958.75039083082,73.57770208982473,10569.562779803584,13446.599688605604,23,1535.082333005886,38,69148.91289416153,3,small,565.4122015627381
13269.77195958297,5316.797805243739,59.51302051586132,2989.898701759299,2635.5937342318903,10,1416.900763989979,25,64195.233450211424,3,small,507.99556852800737
37437.005057807735,12305.287141586377,71.46219088701957,6927.088223781233,8540.10156293481,24,1498.346987034552,44,126480.60135072561,8,small,604.4099674571959
12429.605165000801,7743.816142778962,44.447267873657985,3099.4180225675905,6180.965749218055,9,1362.261851910533,9,26650.302981140114,0,small,448.2185941615973
36507.40227923963,21166.97056776114,66.73249813043512,12795.796867557687,11553.525543699388,22,1548.31047852125,45,92130.01689097582,7,small,573.1765300891035
15634.539857615622,9964.361528293899,64.14829662188066,7491.197398294101,6210.71029931094,11,1295.6860556986094,25,26015.604898683338,2,small,503.5842488569543
15127.811745295532,6745.066094862004,46.66020271489852,830.9185297896679,4347.739945705707,9,1404.3721105091927,17,18356.25892523607,3,small,459.2190224640948
27004.702180188855,9934.317673748566,59.37012791062817,13873.648031493385,5790.161726054912,16,1669.8265372083522,34,55985.220435869844,5,small,579.4217748387291
12075.828366011523,9422.057831202757,56.142765072891,2585.8094441063304,6905.22759887494,10,1139.1836032966003,12,12865.218396264036,4,small,460.38823603419013
10983.824179603149,4958.053527505497,52.32204860061133,4931.94970334697,3058.669779468689,9,1231.145448328515,15,43043.565589534504,0,small,506.2447635249692
9595.872485425063,5603.05068756083,56.22504888302503,1554.1464334565353,3195.4308443761247,8,988.3568360178316,16,27295.12175785981,0,small,463.324634441362
36569.99905792525,14526.985221344286,65.11546080038421,12329.082053577557,10486.429018779052,21,1661.3778620844803,30,61084.52646495796,7,small,567.6454799247671
21248.730703764948,8485.354935129631,58.976488989918714,1703.481325646394,4509.887821566445,13,1503.2931393750553,26,40273.846626694314,10,small,525.9309783149928
3912.2584793660853,2381.3086609140196,39.56599178039805,1116.5573444973033,1695.1751791099769,6,763.8864564773905,1,13543.219436740252,0,micro,406.2440076206232
78846.47202181375,38587.82534807753,79.74264674095899,45770.13116310617,17816.24122384149,46,1689.3189911286822,54,334320.0229473163,8,medium,657.5943124206781
87009.02270602643,41560.71679912065,89.09220457179062,36231.839209807025,27595.820154432426,47,1859.296405986352,65,157885.22886840915,12,medium,693.0535612085797
12467.112980684344,6097.746360687242,51.64920038984461,421.6598926536947,4478.400478894112,8,1376.3619524481128,14,40990.39858515816,4,small,498.21684384546967
45184.81432692596,12610.177833049665,71.72977413093714,5375.6436231235475,6434.507784418841,28,1667.7811949873471,42,152441.2269757706,8,small,600.6772830020865
32188.94578308389,14506.559904015809,70.26229195355371,11083.515664509181,7880.362724496807,17,1702.3401454229377,37,60080.448835538744,8,small,580.5221198134999
17704.448581173965,10166.00272337151,59.11636648659693,8036.603745560583,6913.727241695176,14,1260.916160096816,21,22302.295692757496,4,small,476.11587643533426
15130.49015025987,6375.241489826602,69.00569691679432,2032.9645424850705,3684.722678821551,12,1333.6563571727506,24,79922.84463913259,3,small,582.5150618280254
70664.24919978654,42874.222314291575,64.40716994592042,29709.897837883735,31107.59642433358,41,1779.9765906460955,47,156813.54083585943,7,small,564.6753834883607
5611.646831190252,4163.60228157994,43.66185926070656,632.5707001497145,3323.2924951495374,6,764.1168388896868,0,28192.98428473268,0,micro,411.2211712587695
35344.97895260034,10824.152235807354,67.53159463299568,4847.773556390296,6136.624329960331,18,1852.263514915251,42,249243.92250702548,8,small,588.86184220544
96811.0584238352,36645.82665104338,81.09877736480156,57620.09365652312,21943.828535504646,51,1928.750211877872,53,258328.61503954552,11,medium,695.2127990532803
14261.42315066002,9598.838687421152,54.944299867231685,5079.463962330558,5959.62529533493,12,1040.645365576281,14,34616.514644757975,4,small,521.8535780877669
104134.21463993614,35417.88868538649,84.08815281966633,44743.198146890754,23065.39126908696,58,1791.7022585791933,52,197883.05917711506,9,medium,726.6893401674301
23326.036265618102,15785.897255396992,69.21576544772189,10231.727270326086,10148.11932126,14,1658.6076097496102,42,90252.48771521413,6,small,548.6261721933824
64234.265457322195,28122.409780816422,73.7287833482149,23818.323403245166,17280.614063061083,37,1824.2892324224424,52,284517.37077349506,9,medium,731.6192480285923
13173.336794437595,9578.241156039763,66.96323525249346,1594.2900581853066,5334.304578682946,10,1383.6345381405627,24,119094.81551102239,2,small,545.7776510713076
7569.259346562469,6235.0439407697,52.74828365155667,2030.840310335101,3846.2760512888203,6,1066.5302732777093,3,15090.060603330801,2,micro,461.2365586297179
11975.695695994084,6392.049009011848,57.83221755863812,5566.223298166962,4307.841098816701,11,979.905402757207,17,63379.638366761006,4,small,519.639849551181
3816.549218184358,3692.9235688024214,34.16349786218146,35.63340839516609,2679.8421107052613,6,497.47286686281666,1,10547.205146949835,0,micro,358.87579158290356
9915.792998311706,8291.102500651668,55.23875617573512,648.6584684821123,6287.579128321028,7,1554.0307893943063,11,25306.644806259752,4,small,472.1900026444614
32689.86412986992,15426.13766401011,73.42125578299812,12455.428914644803,9087.481267313786,20,1708.2324607441778,38,99859.58274865185,8,small,574.3884298057338
12577.553597931748,8895.431427314537,41.935437534618565,3839.9746400160143,5331.446974830504,11,1119.1944683310812,12,23722.981029031223,7,small,461.163077436288
35041.2725689205,13777.321946235037,62.56342492388605,5431.990610249285,10002.334504867129,22,1645.614929893382,36,234273.58289476574,6,small,586.9748163184295
125400.85929164808,66600.57171457923,81.7954849133678,75245.40066934943,31060.08583949536,62,1932.3447910727627,66,291528.71614818927,12,medium,692.7334907489994
13168.51170715323,9146.762940132177,54.89541697901703,2753.1067973310146,5268.507713728383,10,1224.3220473577326,15,26648.179870738004,6,small,491.4454708349784
38671.284266809234,24430.118684017463,67.53524257067784,11141.374737028953,18398.15331023128,22,1568.7021488298096,33,85148.10665886554,5,small,555.8163391859848
9925.058468983712,8097.590766013153,42.66513080895342,525.6852777924081,6469.542307056269,8,1253.8448595941925,1,7828.675524267895,0,micro,386.2805946025089
31598.356883001423,15556.835471639915,76.34736178486293,11139.897852363909,8145.7445123834605,22,1558.0343745632792,47,319430.51233048737,8,small,651.7008989360346
29843.175524508806,9525.070486351808,68.83790661735547,13530.857540209261,4453.513610094055,24,1302.795314878925,47,176031.10348196648,7,small,611.9253081409822
12135.646860695993,6074.143683131736,52.91718473158936,2109.9782111555473,3056.042727979353,7,1852.0528465569005,12,37754.07048776647,4,small,525.887073450593
6561.213335649581,5250.831235603673,49.71555523634623,65.80340315134649,3787.393890528948,10,545.6463176458955,8,25077.85530787775,0,small,418.27357564117244
12688.367591124455,7644.43330601047,53.27071091076019,2723.3376364311175,4890.973804712766,11,1237.5055117004977,17,75032.25607041984,1,small,496.7974036007858
8064.624298522847,6569.2874431497385,42.971032125086346,1220.2304261921108,5038.061099171107,8,1069.810840638149,3,19285.253596667986,0,micro,417.3646223702031
43768.799038938516,22367.36963985918,69.81751598239657,18850.964877862945,15376.182611147473,31,1408.8124446558397,35,182166.15710029955,11,small,598.9703916368071
41500.017454792825,21385.077795197398,70.49743605969266,6220.486462935813,15190.553886855741,29,1449.5475906636748,51,120436.6290668992,9,small,573.4643091264667
23990.648579383178,11439.145390480304,62.31452138668543,7643.642613225206,8461.937073190742,14,1901.2878148291363,28,60643.077034333044,5,small,565.8748630605065
4273.610553765885,3384.928530543437,34.69724720584149,656.7177981856262,2796.749850386642,8,478.65454102261504,0,11464.449182072856,0,micro,424.5578469172123
100504.46227233678,53835.578177415344,84.79398815886483,29123.391932064354,27094.90116906034,48,1990.8677106054306,58,247450.8852428133,8,medium,657.8334087245555
49086.28402187358,25964.679094542065,75.2558338587178,19784.83850670476,14706.1688990461,31,1624.988376486121,36,136098.38324316687,6,small,570.8293865502255
46566.71444789966,26657.128571485482,62.32024954468853,21385.821930439408,18137.378042195338,29,1394.671178643519,31,53344.48005028855,7,small,545.1353052405592
8238.039994883044,4982.675418007004,41.536340815548385,789.6326534434568,3757.9304559011694,11,673.6135300654798,1,10773.120942388914,0,micro,431.129331229466
17698.000771236108,12152.823720888904,59.67822055042751,6688.771709275075,6408.186823344514,11,1489.9597327406875,26,91656.6372416458,5,small,532.6898149330572
18769.661528243938,7096.593636216686,63.08070734053746,8586.13048314002,5193.790944168459,17,1260.7154826560436,31,29804.588395534865,8,small,541.821442495197
26810.458448217185,17613.40935865821,61.0191631996287,6485.886186062721,8478.461501828811,21,1211.453775023163,33,57695.13694151912,5,small,523.0153044291135
33034.28272820747,19992.80571558206,65.15259267474957,16979.739548674224,12797.952545085307,18,1750.3798994122744,40,52678.98749582227,6,small,553.1746538900956
14860.43186610755,10575.645715419208,45.15123099915952,2585.5317237555832,6993.303103836113,7,1907.3660659224988,10,39346.866954879755,1,small,470.07241524187936
14445.90893434452,8993.100703070224,52.02235619174161,4472.531047495577,6490.789133293512,13,1181.086633063511,20,89487.55383119812,4,small,513.2783789383192
10972.438841151867,7846.276138820074,44.70855874440613,840.8386176074823,4378.114219582643,9,1234.5244287906748,15,52134.13779100452,0,small,492.0184457151307
11192.126261908836,5014.337838404469,50.29937270866976,534.3719842208499,3717.978770504546,12,1039.4095272561533,22,53338.274582335245,4,small,492.5362888980436
5034.126849644688,2770.6250440922663,35.37560630877247,1268.8901066012381,2021.4465852172884,7,752.1605022559415,1,14091.730965216473,0,micro,427.0377539548856
53494.659136114366,18657.447963483693,77.24237561977061,11910.974889858717,12334.564914022087,32,1603.5263388192473,44,78843.55009026726,10,small,600.6607121015678
34510.06417223637,25078.79766772643,70.52124487999058,16093.342682430535,14376.830965107003,22,1615.6030534407032,39,76121.46372567838,8,small,561.328733178163
34557.45571627356,10945.888502385782,64.37380797560901,5868.238972877709,5853.876448670223,25,1302.7244496777355,44,106341.27664751321,8,small,585.8722740654731
19266.613275347165,8036.471132467754,58.613883974963755,5756.925536828515,4935.027010212241,18,1124.0862335155052,23,114247.1149992191,5,small,518.3861287506272
35682.75367135245,22206.452167865904,65.22546178649789,14042.432382430577,14693.347392490792,22,1614.5175725827442,36,83353.34076733088,5,small,572.9782370205568
14992.332213726531,10391.037892550132,57.957804280457346,5328.248139977306,5216.01216783084,9,1508.584666863639,18,38795.369882713225,1,small,487.06926480277735
44953.85629767569,12929.147786177788,85.70637048270629,18709.137949259708,7888.438358734215,27,1657.7925364890355,57,249962.3591018295,11,medium,702.2273459964752
11213.799420864212,5593.101998201336,45.67092298307501,2134.557266096816,4520.783898568423,9,1123.6247234767404,3,13594.986871103622,0,micro,426.60655688615685
6515.599581707652,4537.943034861684,41.15914631313655,1586.8417539198995,2720.5904077529926,11,604.3444364314507,0,13897.133219318926,0,micro,443.60492450180647
21519.415067006437,16662.445030212577,53.36700421517518,10483.607615760198,12495.956069061584,20,1063.6329738941447,25,92698.4078016044,5,small,544.1626707006849
37948.759290512986,13852.376184775736,58.96857855472284,18615.594783714652,10702.208424990818,22,1640.8079906291819,32,55829.72468468091,8,small,526.0029681912199
91633.80307384061,31973.479680279383,89.55770273059491,54196.62664898792,13571.977198448356,46,1949.781179109839,76,314073.709625992,13,medium,730.9669595923376
56489.54587551357,23407.441315762626,78.91669694401988,13728.24736058963,13733.15517684641,26,1911.9096641872004,46,117308.124044364,7,small,635.8235247601995
30483.89043616162,16933.26452680993,65.75720997274392,13178.4247552586,9260.873880537749,18,1686.1220841549837,45,102307.04270137551,7,small,613.6474760016052
13091.973576864957,6742.014534228588,47.47978099811888,1002.5746085097086,4312.932453209843,10,1279.8682372818273,16,28817.419349919157,1,small,480.21564520344845
11164.040840359536,7939.496014529869,47.95182506530965,4263.416581428912,6463.558019271724,7,1527.4672778157194,8,13517.15988595511,0,small,444.26135476074495
10655.114645645113,5603.897107594327,45.40547098875329,1664.787931651016,3744.857420732088,10,1036.0939037269509,9,44397.90574010681,0,small,467.0677496492295
28217.76326058837,11866.693349841229,65.9493632072616,8535.335106776369,7798.315332450628,13,1877.9736430096464,42,95853.2042428894,7,small,571.2265066442585
41606.16385858074,23286.723530854724,71.6772435139402,24376.363023879843,13269.642993489037,22,1989.9520349783495,48,56306.19401075399,10,small,570.6083429067455
52042.86012512766,18370.464989122775,75.87975280149145,20631.09605504631,10334.70184636592,28,1690.0712858633822,49,133235.53424493218,9,small,630.7445333499701
9646.941957837837,5285.216249706556,53.7792262813718,2742.5021734087136,3311.9927895740443,8,1028.8872765612218,11,17718.959362278456,0,small,457.4152939441274
6643.915889377384,5825.121181205835,45.11705905431614,64.1478654305551,4532.996050729524,5,1411.9305802244905,0,12486.078207031911,0,micro,387.3254242932896
17283.652054635408,9701.62363234521,69.35479037605748,3011.907612037802,5896.434814700671,15,1148.8438580062925,30,33478.66962548284,6,small,521.4697830082171
29130.133973310694,14707.808707831631,66.87490942936445,12103.711094532788,10250.874821318072,22,1403.6216007447154,37,141344.24918041,4,small,582.5133323746286
16687.276113723474,11030.479155601799,66.61237742999108,4054.896902335543,6378.026727030415,11,1401.5072361138143,33,106936.68508472898,2,small,538.902500195801
45144.97028320622,26254.521714998238,72.01107611452981,24146.414501137322,16676.97078537706,24,1896.2409655449358,39,156746.0735590489,9,small,576.4508505999635
37294.03149301248,16385.24128691687,65.15966040211158,8155.3123934565365,9139.689585606213,20,1794.876656837434,41,182119.04173047698,9,small,561.549552640416
59804.01305761437,22714.289614217803,80.45670690465943,36444.52999752607,15640.670633208301,33,1809.3675523451293,54,204679.10409404663,10,medium,684.1016409763969
60160.325584412014,35150.66436325388,65.31883405873134,12803.229916752905,20157.701654852593,33,1671.1743367946256,43,53998.99475761967,10,small,555.863176789569
4801.451374849282,4092.7045459094575,46.280179312149535,1281.5867780226783,2494.2706258617186,8,572.8167301701828,0,10126.74866118167,0,micro,387.7042884825694
12838.622698141166,7684.330738520688,49.709976193335955,856.4993272554179,4451.71382494859,9,1298.5621699926041,13,46594.8138400396,0,small,478.3150771479955
19780.855988396055,7644.31359670388,53.59221422466318,7598.474846052529,5561.369865086786,15,1245.6138676886399,20,30479.403774802075,8,small,529.8716292730613
78251.07443278487,16354.237467926252,79.08895805935948,34684.40585012821,7454.154539435044,49,1769.3611884936145,65,327584.30179974355,16,medium,772.6402189185688
10437.323515903814,7800.650711530156,57.33309430736161,1230.0374196947423,5762.086117228316,7,1250.6898292181263,17,24112.312356744726,1,small,463.65155434385633
15869.502290453702,5791.524540112946,57.212329088060955,2634.5724284488697,4252.076861869867,10,1455.843468218922,19,41670.38142089566,0,small,528.8496126649823
15168.99532193004,10391.614455619409,53.34523675073029,3599.602313685679,7393.631536572422,12,1288.9613646774676,23,89506.56428836352,3,small,506.56384498625266
31579.122460637635,19032.95521795015,70.2468892050346,16376.589320296016,11292.27995597228,18,1613.2390555194038,43,97117.7711002656,5,small,572.1335618728889
12559.658407808854,9003.465764428034,59.11880066644202,5852.797399751576,7202.497545356773,11,1085.9133448841092,23,70386.9971728691,0,small,515.7526272147531
